weight,source,target
1,2000,5120
1,3730,5550
1,3730,430
3,3920,5810
4,5400,4150
1,4150,2860
1,3740,7200
19,4720,3650
1,3920,1430
1,1430,7000
1,3950,230
1,230,4430
2,4430,4150
1,5860,1060
1,1060,1000
2,2630,1000
1,3850,3700
1,3920,2020
1,3920,3000
1,3000,350
1,3800,4220
1,3940,120
2,120,910
2,3920,5160
1,3740,3850
3,3950,2540
1,3740,7750
1,7750,3740
2,3950,620
1,3750,4420
1,4420,4250
1,4250,7420
1,3940,5700
1,5700,4250
1,3750,2750
1,3700,3600
2,3600,3920
1,3920,5410
1,3920,2320
1,3730,6000
2,3920,9610
1,3950,4430
2,4430,2340
1,3950,9620
1,3920,5260
1,5260,3920
1,3920,5930
1,3850,5610
1,5610,3800
1,3800,5610
1,3850,8960
1,3920,2340
1,4220,4710
1,4710,4020
2,4020,6240
1,4620,9840
1,3850,3860
1,3860,3850
2,4060,5400
1,6230,3740
4,4110,3920
1,4940,800
1,800,8800
1,8800,5410
2,5410,4600
8,4760,4710
2,4710,4760
1,4710,8140
1,8140,10
2,4740,5310
1,5310,4740
1,5310,2330
1,2330,4740
1,4740,2330
1,2330,5700
1,4750,5620
3,4820,5000
1,5000,4820
3,4740,5400
2,5400,4530
11,4720,310
15,4940,5240
1,5120,3920
1,3920,1100
1,4050,4000
1,4720,2740
7,4940,4050
2,4050,5240
3,4760,8800
1,8800,7150
2,7150,3920
7,4760,8960
1,8960,20
2,4700,7700
2,4940,6260
5,4720,4350
2,4350,4030
18,4720,5260
1,5260,3530
2,4760,710
7,4820,120
1,4850,5000
2,4700,540
1,540,4710
1,4710,860
44,4760,5700
3,4760,230
6,4850,50
42,4720,4020
11,4760,5300
1,5300,4710
3,4720,6600
58,4760,4110
12,4760,2300
1,4760,160
119,4760,4720
5,4740,4720
42,4700,4760
20,4760,5160
2,5160,910
4,4760,2200
49,4720,5620
1,5620,3320
30,4760,4020
5,4700,2630
22,4720,4230
3,4720,4540
1,4540,4600
1,5160,2720
14,4720,2540
4,4760,4960
1,4960,2720
25,4720,4060
1,4060,2750
1,2750,4130
1,4850,7260
1,7260,430
3,4760,5600
1,5600,8530
1,4700,40
2,40,4760
2,4760,40
8,4060,4720
2,4750,5700
1,5700,7000
2,4720,3950
1,4920,420
8,4700,5160
1,5160,800
3,4700,6260
2,4720,3050
11,4220,4720
6,4760,50
1,50,4760
10,4720,8800
4,4220,3600
1,4700,1020
24,4760,3600
3,4850,4700
1,4760,1000
2,4740,4430
2,5400,3950
1,3950,1040
1,1040,4430
1,4430,1040
1,1040,5700
8,4760,3650
7,4220,4600
6,4720,4840
1,4840,540
1,540,910
3,4720,2910
1,4220,910
3,4940,4220
2,2300,5240
2,5240,50
1,50,910
7,4760,4650
2,4650,4760
9,4760,5310
1,5310,2320
2,4920,4760
4,4760,910
1,910,850
2,4850,2630
2,2630,4700
3,4720,9990
4,4820,840
6,4940,5620
1,5620,800
11,4940,4760
5,4760,5000
1,620,120
1,4700,800
2,4760,1530
1,1530,1350
7,4740,5620
1,4850,5840
3,4760,2020
1,4700,220
1,4700,530
6,4850,5700
1,2540,8220
10,4760,5260
6,5700,4110
1,5810,8830
1,8830,5700
3,4720,8710
2,8710,4720
5,4850,4840
5,4840,4760
14,4720,4250
3,4250,4130
2,4760,5540
1,5540,4040
46,4720,4050
2,4050,5120
5,4720,5820
2,5820,4110
3,4720,5310
3,5310,4020
1,4150,4130
2,4130,5620
1,4850,600
1,2850,5700
2,1040,2540
1,2540,2910
1,2910,2010
1,4850,3650
4,4700,520
1,4850,6000
1,6000,6050
3,4760,310
6,4760,4950
9,4950,4760
1,5540,5820
6,4760,1040
1,4650,4110
2,4940,2750
1,2750,4020
3,4020,430
2,4920,4110
12,4720,7750
2,4760,6350
1,5620,7020
1,7020,520
1,520,7150
2,4760,2850
2,2850,4760
3,4700,4020
1,5100,5510
1,4830,4110
1,4110,430
2,4700,7810
4,4700,9990
1,540,850
2,1040,5240
1,2300,3920
18,4760,4840
9,4760,430
2,4940,5310
2,5310,4940
3,4940,3410
1,3410,2040
2,4610,9990
112,4720,4760
1,4760,1410
3,4700,5930
5,4760,5510
1,2540,1040
1,1040,4720
8,4760,3950
3,3950,4760
10,4760,6050
1,6050,2720
2,2720,4350
2,4820,1810
1,1810,5400
19,4720,3920
1,3920,3400
4,4760,2010
7,4720,6420
4,6420,4720
4,4720,2010
11,4760,4050
18,4760,4620
1,4620,4640
1,5610,4850
6,4850,4110
1,4110,4850
1,4850,1400
1,4760,3610
1,4750,7150
1,4720,2330
2,4820,850
1,7200,7130
11,4720,8960
1,4720,1060
1,1060,350
1,350,1060
8,4760,4610
1,4830,20
1,20,4540
1,4540,720
1,720,50
1,50,720
4,4760,2700
1,2700,4760
1,4700,2700
1,2700,2000
1,5400,4430
1,4150,5620
2,5620,4430
4,4430,4760
2,4720,8220
3,7750,4610
1,4610,4030
5,4820,910
1,910,2150
11,4760,3920
1,4940,5320
1,4720,2600
1,4760,5150
3,4850,4800
1,4800,5000
2,4760,5030
3,4760,7010
1,4850,1540
1,4850,3910
11,4940,5400
1,4060,1820
5,4760,8830
1,4150,4950
1,4950,4230
4,4700,120
2,120,430
6,4110,310
3,4700,2540
1,4940,60
1,60,2820
22,4720,4510
1,4510,2540
2,4740,5120
3,4720,5350
1,5350,4720
5,6050,4760
6,4700,5700
3,4110,8960
5,8960,4720
2,4060,2340
2,2340,4150
1,2340,4040
12,4760,4010
1,9610,1000
1,1000,5400
2,4060,4230
1,4720,5360
1,5360,5160
3,4760,7800
1,7800,7840
2,4940,5300
1,5300,4110
3,2300,5700
1,4820,7020
1,4760,410
1,410,430
1,430,120
1,120,950
1,4850,4510
1,4510,4850
17,4700,4110
1,4030,2310
5,4700,5120
9,4760,5610
1,5610,2320
10,4760,2630
1,50,430
5,5120,4760
1,2330,2320
1,4830,530
19,4760,4150
1,5400,2000
1,4760,7020
1,4920,5330
1,4850,3300
7,4940,5700
1,5700,2320
2,4700,1000
1,4050,4120
2,4720,8300
1,4720,6320
4,4920,410
1,5860,4150
3,4760,3500
10,4720,4950
2,4760,2100
1,4920,340
3,4760,8740
2,8740,4760
2,4760,6200
1,4760,7330
18,4760,2720
12,4760,9620
2,4720,3130
2,4720,8140
1,4740,3600
2,3600,4220
16,4700,5000
7,4700,4220
6,4720,6050
3,6050,4250
8,4250,4720
3,4740,5700
1,4720,100
1,100,4110
1,4110,100
1,4750,3400
1,4760,8320
5,4720,4520
2,4760,1550
1,4850,160
16,4720,4940
6,4940,3600
18,4940,4110
1,4110,8100
2,8100,4110
1,8800,1960
1,1960,4030
4,4030,4760
1,4940,6330
9,4940,4020
1,1040,700
1,700,5620
2,5620,1040
1,1040,1010
1,4750,4610
1,4610,3920
3,4760,520
1,520,4950
5,4230,4030
1,4940,2110
1,2110,5810
2,5810,5160
1,5160,4940
1,4940,5160
1,5160,2110
1,5700,830
1,4720,3110
1,4850,5350
1,5350,4840
2,4760,2800
1,4720,530
2,4850,2900
1,4940,4350
2,4720,2320
1,2320,5300
1,5700,5160
8,4760,4850
5,4740,4760
9,4760,4430
1,4430,5240
1,5240,4900
2,4900,5240
1,4700,4400
1,4400,5120
1,5400,2150
1,2150,5400
16,4720,2340
1,5930,2340
4,4700,620
1,620,4700
2,4720,3400
3,4720,5410
2,5410,4110
2,5240,3410
4,4760,4140
1,4250,2540
1,4720,3540
5,4700,3600
1,8800,5400
7,4720,2720
2,4720,3640
1,4720,20
1,5310,5810
1,4920,3400
4,4940,5260
2,5260,4600
1,5240,4620
1,4820,5160
1,5160,2700
2,8960,7950
1,7950,5520
2,5520,4720
3,4760,4350
1,4350,4760
6,4760,5840
10,4760,2310
1,4510,4230
1,4230,5610
2,5610,3600
3,430,4760
3,4760,2740
1,2740,3600
1,4940,3650
15,5400,4720
3,4720,2150
1,5840,2630
1,2630,5620
7,4700,2720
3,4700,2320
19,4700,5240
2,4850,3920
2,4050,3600
1,4720,4530
3,4760,7750
2,4720,5600
1,5600,4040
8,4720,3410
1,4600,3510
1,4740,2340
3,4760,8260
1,4700,730
3,730,4110
10,4760,5120
1,4920,3600
8,4940,4230
1,4230,5160
5,4720,5630
1,5620,3520
1,4720,8200
36,4720,4700
4,4700,3920
3,3920,4760
6,4700,4040
4,4720,1960
2,1960,2200
1,2200,2300
1,2300,4030
2,4030,2300
10,4760,5100
5,4720,2000
4,4720,800
1,4720,4830
1,4830,5850
55,4760,5240
1,6260,7330
1,7330,6220
1,4760,7700
2,4760,8730
1,8730,4760
2,4700,4420
1,4420,230
1,4820,1230
1,5700,3740
1,4940,8220
1,8220,1550
1,1550,4020
1,120,5000
4,4700,310
3,310,4040
1,4040,4530
6,4720,3800
2,4850,2310
7,4720,8740
8,4850,4760
2,4050,2340
1,4940,7010
2,7010,5310
3,4700,910
2,4920,4810
1,4810,60
6,4720,1110
3,4700,2910
1,4850,6700
3,4760,2440
1,2440,530
1,530,3920
1,4110,700
1,700,4110
1,4110,3850
5,4940,4600
1,4850,2300
1,2300,4620
2,4760,9840
1,5620,4640
2,4760,5550
1,5550,3920
1,4700,7140
16,4760,4220
19,4700,4720
1,4740,8740
11,4760,4230
2,4230,2540
4,2540,4230
4,4720,2200
1,2200,2630
1,2630,2850
1,2340,4060
2,4850,20
1,5700,950
1,950,2020
3,1550,5260
3,5260,1550
1,5260,1530
1,1530,5260
3,4020,4940
1,2630,5330
1,5930,2010
1,4840,6200
1,5240,5020
2,4760,5850
3,4700,4000
1,9990,5600
3,4920,5400
8,5240,4700
2,410,4110
1,8300,4110
3,4700,5820
1,5120,4800
3,4940,430
14,4760,2340
1,2340,3320
1,3320,2340
3,2310,2340
1,2340,4810
1,4940,6240
3,5400,4620
1,4250,4060
2,4060,4250
1,5700,4820
8,4760,4130
1,4130,5160
1,4760,7430
6,4760,4000
3,4760,730
21,4720,4150
1,4760,3850
1,4700,2000
2,2000,4760
11,4760,2000
2,2000,5400
25,4050,4720
8,4720,6230
1,6230,5930
1,4850,220
2,6050,5700
1,5700,6050
3,4760,2750
2,2750,4030
1,4030,2750
1,2750,4010
1,4940,5820
1,4940,4640
1,4640,1000
1,4760,500
1,500,4760
3,5620,8740
4,4760,5330
2,5330,5120
2,5120,4430
1,4430,5120
3,4760,3510
1,3510,4110
1,4700,3850
1,3850,2310
4,4760,5520
1,5310,7750
3,7750,4760
2,2340,5930
3,5930,4110
4,5860,4510
2,4510,5860
1,3600,5120
1,4520,4110
4,4740,4230
3,4230,5240
3,4720,4000
1,4000,5400
2,5700,2150
1,2150,2720
1,5240,5260
2,4700,5260
5,4740,4020
1,4700,2860
1,2860,4700
4,4700,4030
2,4760,2320
1,5160,50
1,50,5160
1,4000,4760
1,2000,4020
2,4020,6350
2,4720,8760
2,5930,5000
2,5000,4110
1,4700,5140
1,5140,4350
1,4350,2820
2,4050,4060
2,430,5700
1,4720,5920
1,5920,5820
1,5820,5920
1,4830,60
2,5160,5620
6,4700,430
10,4150,4760
5,4060,4110
2,4760,5110
2,5510,5700
1,5700,5510
8,4700,4710
1,4050,8800
1,1110,6260
1,6260,1110
1,1110,5840
1,4760,2810
2,2810,2850
1,4760,140
1,140,2830
1,2830,2810
1,2810,2830
1,4720,4300
1,5260,2630
2,5620,5360
4,4940,3920
1,3730,3800
2,4220,5400
1,5930,230
2,4760,2820
1,2820,4760
7,4760,4520
1,4520,2140
2,4720,5840
2,5840,4720
2,4920,910
1,910,4920
1,4920,4600
19,4720,9620
1,9620,8250
6,4700,2310
2,5400,2850
1,2850,5400
1,2850,2830
1,5260,6500
1,6500,5620
3,4700,4230
3,4110,8710
9,5860,4760
2,4220,4760
2,5400,4220
1,2720,800
1,4510,5850
1,5850,4510
1,2010,350
1,4850,2340
1,8830,3510
1,3510,5110
1,4760,6250
1,6250,220
1,220,6510
4,4700,4010
1,5110,4030
2,4030,4610
1,4150,5020
3,2720,4700
3,4700,4250
1,4250,4700
1,4760,8810
1,8830,2440
8,4720,4120
2,4760,4120
1,4850,4500
1,3500,2000
1,5100,3600
1,4720,7310
2,4740,3650
1,3650,4740
3,4020,3920
2,4940,8740
1,4760,5900
1,5900,5240
1,4700,4210
1,4210,4700
1,4700,410
1,410,5860
3,4700,5300
1,5120,20
1,4600,4940
1,4940,2000
3,2000,2340
1,2340,2550
1,2550,230
4,4700,1110
1,3510,4610
1,2340,2850
2,4940,4060
3,4060,4010
1,4810,4610
4,4740,4250
1,4250,4600
1,4820,560
2,4700,4950
1,4950,5620
2,5620,4950
1,5400,4710
9,4760,6230
1,4030,8320
1,8320,4230
3,4760,4900
1,4900,4020
31,4940,4720
1,5350,5120
1,5120,4960
1,4960,4600
1,4720,4200
1,4760,6520
2,5400,4510
1,6050,4340
3,4720,4820
1,4820,4720
1,840,910
2,4950,4720
1,5860,4520
2,3920,4130
3,4130,4720
2,4940,6220
1,6220,4540
1,4540,4200
1,2720,2140
1,2140,40
1,40,800
2,4120,4760
1,4760,4640
5,4720,4640
1,4760,700
1,20,4700
7,4720,4430
1,4740,7360
1,3950,1100
1,1100,5160
1,5160,4710
1,3650,4960
2,4960,5700
1,9990,2340
1,4130,5100
1,4760,1810
4,4920,5700
3,4700,50
3,4720,2630
3,2630,4960
2,4960,2630
1,4960,1930
1,1930,2150
3,4720,420
1,20,4760
1,5520,5700
1,5700,1720
2,5300,4760
1,4850,1810
1,4940,3300
3,4720,9640
1,9640,5860
4,4700,7200
1,4230,5100
1,5100,4720
1,4700,420
1,4610,4940
1,4940,4610
5,8740,8960
1,2720,20
1,4110,4350
2,4920,4850
2,4940,9610
11,9610,5620
2,5620,4740
2,4940,4250
2,6230,4110
6,5400,5120
2,4940,850
1,850,2150
1,4020,340
1,340,6230
2,4110,5360
1,5360,4720
3,4760,5320
1,5320,5010
1,5010,2310
1,2310,5410
1,5410,2310
1,4810,3800
2,4760,2910
2,2910,4760
2,4020,6050
1,4760,6400
1,6400,4700
2,5400,620
1,620,1960
1,1960,5930
6,4940,2300
1,4810,1460
5,4850,4710
1,4720,3940
1,5300,2340
1,2820,5000
1,5260,5300
1,4720,5220
2,2700,7510
1,7510,2700
1,7510,4900
1,2010,4760
6,4940,5860
1,4750,6260
1,6260,4750
1,3950,5120
2,4510,5700
1,4010,3240
1,4430,2000
1,4060,5410
3,4700,3800
4,4430,4720
1,2630,5310
1,5310,4250
1,4760,950
1,950,5000
1,4220,8860
1,8860,8960
1,8960,3410
1,3410,4050
3,5260,4760
1,4520,4760
8,4220,4250
1,2300,2540
1,50,2000
1,2000,4840
1,4840,5110
1,5110,2300
4,4760,5410
1,5410,620
3,4050,4020
2,4020,3800
1,2300,4020
12,4760,4940
1,4940,3030
1,3030,5410
1,5510,4760
1,4650,730
2,4920,4710
1,5400,730
1,730,5700
2,4760,8000
1,8000,8650
1,4940,4430
1,2310,4850
1,4850,2320
3,4820,4840
1,4720,4810
1,4810,5000
1,5510,4230
1,5240,4140
2,4110,4960
1,4960,4110
1,4700,4620
1,2540,5240
1,4850,4230
1,4230,1040
1,8730,6260
1,6260,5140
1,4060,5900
1,5900,9990
1,9990,5900
1,2340,4010
2,2720,420
1,420,2720
1,420,3950
1,3950,4960
4,4960,4760
1,4710,7700
1,4760,6710
1,6710,4760
1,4760,7930
1,4850,4750
6,5240,4940
1,4830,2310
1,2310,1960
5,4850,5620
1,4920,7420
3,4940,4620
3,4620,4940
1,2340,5900
1,5900,5220
1,5220,4760
2,4760,5250
3,4700,5860
1,910,20
4,4940,2540
1,4010,730
1,730,4720
1,4850,850
1,4230,2150
2,4760,5800
1,4950,4250
2,4740,4010
1,4720,1810
1,1810,5700
1,4720,7000
1,4760,2760
1,2760,1000
1,1000,7010
1,7010,4700
1,4850,3600
1,4850,5260
5,4760,620
1,620,1530
1,2020,4720
5,4720,2310
2,430,5260
1,5260,4810
1,8960,5810
1,5610,5810
1,4700,2550
1,4850,110
1,5810,3640
1,8300,4140
1,430,4610
1,5700,4610
1,6600,4030
3,4760,9130
25,9130,4760
1,4940,310
2,4720,4550
2,4550,4720
2,4700,5230
1,5400,350
1,910,4810
1,5100,6530
1,6530,5610
6,5610,4760
3,4700,2300
4,4760,4920
1,5700,2300
1,4760,1540
1,1540,4760
1,1040,4040
3,4700,9620
10,9620,4700
1,620,5860
1,5860,4920
1,4820,4850
2,4850,4950
1,4950,5930
1,5930,3920
1,5400,5010
3,4700,4920
3,4760,4800
1,4800,4900
3,4900,5700
1,5310,4900
1,4940,2910
1,3600,8800
2,4760,120
1,4700,5340
2,4700,5510
2,4620,2040
1,2800,4760
1,5930,4510
1,4030,4510
1,5610,5160
1,2750,4940
1,2200,4940
2,4940,2310
1,2630,5120
1,5160,3920
1,5110,4720
1,4750,9810
1,9810,1300
2,5100,4760
1,3650,4230
2,4230,4940
1,4920,5820
1,5620,8810
1,8810,8740
1,1110,1010
1,1010,2200
1,2200,2710
1,1550,4150
1,4850,2720
1,2720,4850
1,3600,2020
1,4850,710
1,4720,2060
2,2060,4720
1,4720,6240
1,6240,5000
1,4700,5130
1,4250,6020
1,4850,4930
3,4750,4760
6,4720,7810
1,7810,4020
2,6050,5240
3,4700,4600
6,2720,4760
1,4140,4540
2,4760,5020
1,5020,5010
9,4720,5300
1,5620,5010
2,2300,4700
1,2300,420
1,2630,4600
1,4820,820
1,4750,5400
1,5400,150
1,5400,5820
3,5820,5400
2,4720,5320
1,5320,4130
1,4130,5320
1,5320,5700
2,9620,4120
1,4120,6510
1,4520,5120
13,4760,4250
2,3950,5260
1,2340,4640
14,4230,4720
1,5140,4600
2,5400,2740
1,2200,4020
1,4220,2200
4,4740,5240
1,5100,5160
1,5160,5110
1,4700,4810
1,4810,2340
2,4700,4150
1,4600,5840
1,4720,1010
1,1010,5400
5,4720,4960
1,4720,1000
4,4720,7200
1,2310,7700
1,7700,4110
1,2300,430
1,6230,6600
3,5620,5000
1,2320,2200
2,5240,6260
4,6260,5620
1,4720,5800
1,4940,7700
1,5000,4840
2,4840,4940
2,4700,5520
1,5520,4030
1,4030,5010
1,5010,3650
1,4110,7750
1,5240,2740
2,2740,4720
2,4950,4110
2,4760,5230
1,5230,4760
1,6050,5860
2,1110,4720
1,4700,5020
2,4700,5100
1,5100,5230
1,4720,840
1,840,5200
1,4720,3320
1,4700,5200
1,4760,5220
1,620,4650
2,4650,5400
1,1040,710
1,5350,5020
1,5020,5400
1,4920,850
1,850,4920
1,4920,5100
1,5100,50
2,4700,4900
2,4900,4760
1,420,4920
1,4140,2720
5,4850,5240
1,4760,2710
2,2710,4760
1,2700,4430
1,4430,500
3,4920,5000
1,4820,4620
1,4620,710
1,710,2720
1,2720,4810
1,4810,9840
2,4760,8760
3,4130,4250
1,4250,8220
1,8220,8740
1,5240,150
1,150,5400
4,4940,5100
1,8220,4020
2,5700,4150
4,4700,5620
1,8000,8010
1,2010,5930
1,4030,2340
2,4720,730
1,730,2200
4,4720,9130
2,9130,4210
1,4210,9130
2,4720,2920
1,4030,4700
1,4720,2800
1,2800,5300
2,4700,5350
1,2000,5840
3,6230,8960
2,4020,940
1,940,6260
1,4700,7010
2,5240,2820
1,5260,4700
1,4700,3640
1,4760,3910
1,1960,2340
1,2340,430
1,430,2040
1,2040,430
1,430,2000
10,4700,5400
6,4720,4740
1,4740,2440
1,2440,2430
1,2430,2440
2,2440,5400
1,2200,430
1,4720,4900
1,2630,5240
1,4720,4400
1,4400,330
1,330,7010
1,4720,1860
1,1860,5700
1,3410,2860
1,5160,5540
2,4700,2020
1,2020,5930
1,4920,5340
1,5000,7010
2,5160,4600
2,4220,2750
1,4850,5120
2,4720,8830
1,4940,530
1,3650,5810
4,5810,4720
2,4760,4750
3,4760,7200
2,4760,8250
1,8250,5300
1,4230,5620
1,4700,8350
1,8350,4200
1,5350,4760
1,5360,5620
1,5360,4760
1,4760,5360
1,430,5340
1,4520,4030
2,4600,5100
5,4720,5900
1,5900,4700
1,4850,5330
1,4250,4740
1,4740,3740
1,3740,5860
1,2010,5400
2,6260,7020
1,4700,2850
1,2850,5930
1,5930,2850
1,2310,2300
1,2300,5510
1,4940,5010
1,1960,4940
2,5810,4030
1,4150,8960
1,4760,2830
2,8800,5610
4,4760,3630
3,3630,4760
1,4230,4520
1,4520,4230
2,4940,1040
2,1040,5620
1,2340,5410
1,5410,430
1,430,5410
1,4750,7330
1,7330,5610
1,4840,5620
1,4720,2840
1,5810,4850
1,4850,5810
1,4760,7620
1,7620,2600
1,2600,7620
1,4720,7620
1,4750,4220
2,4220,4750
1,4050,4600
1,4230,5810
4,4760,3130
1,4920,5300
2,4960,4720
1,2720,5630
1,5630,4130
1,4130,5630
1,5630,2720
1,4650,4720
2,4720,4650
1,4220,8760
1,4700,2040
1,2920,6420
1,4740,4150
1,4150,4020
1,520,5930
5,5930,4720
2,5320,4760
1,4720,3030
1,3030,4720
2,2340,3030
1,3030,2340
1,3030,5240
1,4520,4700
1,4920,2140
1,2140,4920
1,5000,520
1,5240,4150
1,4150,5130
1,5130,5140
1,5140,520
1,4030,6600
5,4760,6260
3,4720,7800
1,7800,2540
1,4110,1550
1,1550,4110
1,4220,5700
1,3920,5140
1,4700,7940
1,5240,4800
1,4800,5700
1,5700,5310
1,5400,410
1,410,4920
1,4700,4650
1,4650,5120
3,5400,5810
1,2150,5000
1,6260,5810
1,5810,2720
1,2720,8740
1,8740,2720
1,4820,5930
1,5810,3530
1,3530,430
1,430,3530
1,3530,5810
1,4760,340
1,340,4430
3,4700,7840
1,4020,730
1,730,5920
2,4700,5330
1,4430,4040
3,4700,6200
1,4150,4510
1,5810,5840
1,3600,4950
1,4720,5540
1,5540,4720
1,2910,4050
4,4050,4760
2,4720,5250
2,5260,5840
1,4920,1560
2,5510,4720
4,4940,4010
2,4920,2910
2,2910,9620
1,4010,120
1,120,3920
1,5840,4110
2,5620,4710
1,2910,5860
7,4250,4760
1,4720,350
1,350,3600
1,5100,1230
1,1230,5100
1,4760,6760
1,4700,8030
3,4850,5930
1,5930,5850
1,5850,5860
1,4820,130
1,4940,3620
1,3620,4620
2,4620,5820
1,5820,4940
2,4940,4950
1,4950,2200
1,2200,5810
1,5300,4740
3,4740,4110
1,5600,4760
3,4700,3650
3,6050,3600
4,4700,4840
1,4700,4740
2,4850,5400
3,5400,4700
4,4850,7750
1,7750,4850
1,7750,8910
1,8910,4110
1,4920,40
1,40,60
2,4020,4530
2,5240,4030
1,5400,8800
3,4230,4020
1,6260,400
1,8250,4600
1,5020,5860
1,4010,5840
4,9620,5850
1,5850,9620
1,5700,5810
2,4940,4700
1,4020,800
1,4740,540
1,120,5700
2,4710,7200
1,7200,7120
1,5620,4150
1,4720,1300
1,4110,3800
1,3410,4720
4,4760,4420
5,4420,4720
1,4840,4710
1,4710,4600
1,5330,4110
4,4700,5810
3,4030,5120
4,5120,4600
1,4010,8320
1,8320,4760
1,4920,1540
3,4130,4760
2,8710,4110
2,4120,4130
1,4020,5860
1,4050,6320
2,4760,5930
1,5930,2630
6,9620,5860
1,5220,4720
1,5400,4460
1,4460,4110
1,4250,6600
1,5700,4800
1,4800,5410
1,4740,6230
1,6250,6230
2,4940,5810
1,4010,3400
2,4760,4820
1,4820,50
1,4920,5240
5,4760,800
4,800,4760
1,4940,7020
1,5700,5110
1,5110,4600
1,4850,5560
1,5560,4850
6,4760,4040
1,4040,2840
1,2840,5600
2,2700,4940
1,4940,2700
1,4700,3520
1,3520,5400
1,5400,3520
1,8960,3300
3,4760,6240
1,6240,7200
1,4700,5840
2,4760,6600
1,5630,4220
2,5400,4940
4,4720,4420
1,4760,7000
1,4850,5520
1,5520,1550
1,4740,4130
1,4130,5240
1,4110,520
1,520,5240
3,4720,620
1,620,5620
1,3650,4600
1,5620,310
1,4760,7420
2,4020,2720
1,2720,4020
1,4030,5620
1,4940,6520
1,9620,3910
1,6420,4700
5,4760,9990
2,9990,4950
1,4950,9990
1,4430,7010
1,7010,5260
1,4620,7010
3,4940,4840
2,5100,4700
1,4760,6730
1,6730,6260
1,5620,5120
1,2300,4150
1,4700,3410
1,3410,4700
4,4110,5100
2,5100,4110
1,2540,3800
1,9990,430
1,5400,710
1,710,5400
1,5400,2910
1,2910,1020
4,4760,6420
1,6420,410
1,4720,7120
1,4040,5700
1,5120,6730
1,6730,2630
1,2630,6730
1,5260,4220
1,800,4720
2,5410,4030
1,4030,4430
3,4430,4110
1,5810,3130
1,5120,4220
2,4010,7750
1,4720,7260
1,7260,7750
2,5260,620
1,620,4940
1,4110,8650
1,8650,4110
1,4650,2310
1,2310,4650
1,4740,8960
1,8960,6200
1,6200,4950
1,4760,2900
1,2900,2040
1,2040,3920
1,8740,3850
1,3850,5700
2,4740,5260
2,5260,4740
1,3130,5160
1,4140,4760
1,5400,1040
1,5700,100
1,4430,4620
1,4050,310
1,310,6400
4,4760,5820
1,5820,2320
1,4700,9640
1,2540,5840
2,2340,4940
1,5860,5140
1,3600,7700
1,4940,8230
1,4250,8710
2,8710,8960
1,8710,8740
1,4620,720
1,720,8610
1,4850,2100
1,4700,2200
1,2200,1810
1,1810,500
1,500,1810
1,1810,4900
1,4740,4820
1,4710,5600
1,4750,6200
1,6200,7340
2,4760,5350
1,5350,4510
1,2310,730
2,4220,4610
1,4620,8310
1,8310,3920
1,3920,8300
1,4720,2430
1,2430,4900
1,4900,4720
1,5860,4040
1,4740,7240
1,4740,5410
1,5410,5700
2,4700,4510
1,4950,5300
1,4760,3800
1,4150,4650
1,5000,3400
1,5810,7850
1,8830,4760
1,3600,5400
1,4620,2830
1,430,4250
4,4700,8740
1,4720,8420
1,8420,8410
1,5410,730
1,5300,3410
1,5330,3510
1,4610,5260
1,3600,620
2,4020,4740
1,4020,8460
4,5610,4720
2,9620,8500
1,4720,3210
1,3210,2540
1,2540,3210
1,4720,540
1,540,5260
1,2750,4600
1,4600,2750
1,2750,5860
1,5700,4840
1,2540,3950
1,4430,5860
1,5810,20
4,4760,1010
1,1010,5620
1,5600,4600
2,4600,8740
1,7800,4020
2,4950,7750
1,4700,2740
2,4720,910
16,9620,6050
1,6050,8710
1,4750,7810
1,7810,7750
4,5700,4940
1,4940,4810
1,4750,4850
1,4850,8650
1,4940,6250
1,4840,4720
1,4720,2710
1,2900,3130
1,3130,2900
1,5510,4700
4,4110,4940
1,5900,4720
1,4850,840
1,4700,8140
1,4720,3300
1,3300,3600
1,4820,5840
1,8760,8640
1,4760,8140
1,4220,7960
1,7960,7750
1,4150,4230
1,4230,4150
1,2340,540
1,540,2010
1,4750,8200
4,4040,4760
2,4950,4700
1,4150,4920
1,4940,4960
1,5120,4740
4,4020,8960
3,4700,4610
1,4040,2740
1,2740,5100
2,4720,8250
1,4750,8800
2,6260,8710
1,8710,6250
1,6250,3920
1,310,4000
2,4850,3410
1,3410,4850
1,4850,410
2,4850,5600
3,4760,8300
1,4760,860
4,4720,7700
2,4420,4600
1,4600,4420
2,4610,4760
1,4700,1010
1,4940,8900
1,8900,4940
1,4940,4650
1,4650,6230
3,2340,5260
2,230,4760
1,8300,6050
1,6050,7750
2,7750,4700
1,4110,4920
1,4110,5540
1,5540,5400
1,5320,5930
1,4940,4540
3,4050,4230
1,4050,1110
1,1110,5900
1,4760,3640
1,520,4600
1,5400,6440
1,4920,710
1,710,5240
1,520,4760
1,4110,20
2,4720,5420
1,4700,110
1,4230,430
3,5620,5810
1,3650,4350
1,4720,340
1,2540,5360
2,5300,5260
2,4700,5410
2,4760,3520
1,5240,2010
1,4700,9130
1,4720,2020
1,2020,4760
1,4920,2820
1,4600,2810
1,2810,4620
1,4750,4430
1,4430,2540
1,2540,4430
1,5240,6350
1,4700,4850
1,4760,1360
1,2910,4600
1,4850,4620
1,4720,2140
1,4820,4500
1,4500,6660
1,6660,4500
1,1040,4760
2,2630,4760
2,4850,6420
4,6420,4760
